"Index_Name","Date","Value_Without_Dividends__USD_","Value_With_Dividends__USD_"
"Russell 3000®","12/31/2019",3476.130016,10131.841557
"Russell 3000®","12/30/2019",3465.864606,10101.222611
"Russell 3000®","12/27/2019",3485.298985,10155.674892
"Russell 3000®","12/26/2019",3487.135982,10160.833483
"Russell 3000®","12/25/2019",3471.329057,10113.852255
"Russell 3000®","12/24/2019",3471.329057,10113.852255
"Russell 3000®","12/23/2019",3471.033309,10112.318361
"Russell 3000®","12/20/2019",3468.003627,10103.477789
"Russell 3000®","12/19/2019",3451.155122,10053.938737
"Russell 3000®","12/18/2019",3435.793429,10008.522095
"Russell 3000®","12/17/2019",3436.140836,10008.793417
"Russell 3000®","12/16/2019",3433.995363,10002.4646
"Russell 3000®","12/13/2019",3409.0778,9929.579762
"Russell 3000®","12/12/2019",3410.06067,9930.752571
"Russell 3000®","12/11/2019",3382.44282,9848.883315
"Russell 3000®","12/10/2019",3374.135028,9824.529686
"Russell 3000®","12/09/2019",3377.522466,9834.086332
"Russell 3000®","12/06/2019",3388.304082,9864.730479
"Russell 3000®","12/05/2019",3357.664621,9775.108283
"Russell 3000®","12/04/2019",3353.47815,9760.527089
"Russell 3000®","12/03/2019",3333.132334,9700.39862
"Russell 3000®","12/02/2019",3353.568479,9759.557878
"Russell 3000®","11/29/2019",3383.910035,9847.506572
"Russell 3000®","11/28/2019",3398.925359,9889.154167
"Russell 3000®","11/27/2019",3398.925359,9889.154167
"Russell 3000®","11/26/2019",3384.158078,9844.89679
"Russell 3000®","11/25/2019",3376.319798,9821.912458
"Russell 3000®","11/22/2019",3347.055852,9735.74068
"Russell 3000®","11/21/2019",3339.511103,9713.660134
"Russell 3000®","11/20/2019",3346.614894,9733.780863
"Russell 3000®","11/19/2019",3357.900284,9764.988879
"Russell 3000®","11/18/2019",3357.573771,9763.486833
"Russell 3000®","11/15/2019",3356.46343,9760.11654
"Russell 3000®","11/14/2019",3331.289619,9685.328025
"Russell 3000®","11/13/2019",3328.277044,9674.23056
"Russell 3000®","11/12/2019",3326.96677,9670.033927
"Russell 3000®","11/11/2019",3322.244549,9655.762482
"Russell 3000®","11/08/2019",3327.69388,9671.600401
"Russell 3000®","11/07/2019",3318.273333,9642.658348
"Russell 3000®","11/06/2019",3309.150699,9612.03646
"Russell 3000®","11/05/2019",3309.436812,9612.227431
"Russell 3000®","11/04/2019",3312.979498,9622.446253
"Russell 3000®","11/01/2019",3300.727389,9586.710545
"Russell 3000®","10/31/2019",3266.621419,9486.892706
"Russell 3000®","10/30/2019",3278.430311,9520.467801
"Russell 3000®","10/29/2019",3269.224157,9492.922524
"Russell 3000®","10/28/2019",3271.115047,9498.305917
"Russell 3000®","10/25/2019",3252.138157,9443.196672
"Russell 3000®","10/24/2019",3237.997368,9401.954027
"Russell 3000®","10/23/2019",3230.234456,9379.320988
"Russell 3000®","10/22/2019",3221.894197,9354.825598
"Russell 3000®","10/21/2019",3233.534834,9388.365752
"Russell 3000®","10/18/2019",3211.263773,9323.45806
"Russell 3000®","10/17/2019",3224.281753,9361.042853
"Russell 3000®","10/16/2019",3212.786589,9327.027291
"Russell 3000®","10/15/2019",3220.255314,9348.174591
"Russell 3000®","10/14/2019",3188.772899,9256.77082
"Russell 3000®","10/11/2019",3193.909958,9271.683321
"Russell 3000®","10/10/2019",3156.713074,9162.893733
"Russell 3000®","10/09/2019",3138.072473,9108.530633
"Russell 3000®","10/08/2019",3110.625621,9026.433841
"Russell 3000®","10/07/2019",3161.25889,9173.142616
"Russell 3000®","10/04/2019",3174.156685,9210.506554
"Russell 3000®","10/03/2019",3131.21613,9085.846726
"Russell 3000®","10/02/2019",3106.520257,9012.264777
"Russell 3000®","10/01/2019",3159.922697,9167.025537
"Russell 3000®","09/30/2019",3201.396595,9286.973295
"Russell 3000®","09/27/2019",3185.422652,9240.113894
"Russell 3000®","09/26/2019",3204.769197,9294.148384
"Russell 3000®","09/25/2019",3215.167336,9323.628932
"Russell 3000®","09/24/2019",3194.013847,9262.260161
"Russell 3000®","09/23/2019",3224.393787,9349.736884
"Russell 3000®","09/20/2019",3224.57112,9350.250734
"Russell 3000®","09/19/2019",3239.205488,9392.294921
"Russell 3000®","09/18/2019",3240.13209,9394.431249
"Russell 3000®","09/17/2019",3241.455978,9398.179469
"Russell 3000®","09/16/2019",3234.465646,9377.785623
"Russell 3000®","09/13/2019",3240.346639,9394.56796
"Russell 3000®","09/12/2019",3242.96249,9399.743284
"Russell 3000®","09/11/2019",3235.142082,9375.627407
"Russell 3000®","09/10/2019",3207.948912,9296.338812
"Russell 3000®","09/09/2019",3204.487384,9286.061784
"Russell 3000®","09/06/2019",3203.079325,9281.310356
"Russell 3000®","09/05/2019",3201.778076,9277.21592
"Russell 3000®","09/04/2019",3159.93133,9154.046407
"Russell 3000®","09/03/2019",3126.597295,9056.787623
"Russell 3000®","09/02/2019",3150.968296,9126.790294
"Russell 3000®","08/30/2019",3150.968296,9126.790294
"Russell 3000®","08/29/2019",3149.466038,9121.2598
"Russell 3000®","08/28/2019",3108.945479,9002.36779
"Russell 3000®","08/27/2019",3088.365837,8942.481284
"Russell 3000®","08/26/2019",3101.730109,8981.122445
"Russell 3000®","08/23/2019",3069.218976,8886.028797
"Russell 3000®","08/22/2019",3151.266856,9123.476197
"Russell 3000®","08/21/2019",3153.389617,9129.42867
"Russell 3000®","08/20/2019",3127.496724,9054.091858
"Russell 3000®","08/19/2019",3151.36405,9122.583166
"Russell 3000®","08/16/2019",3115.462512,9018.113833
"Russell 3000®","08/15/2019",3068.805529,8881.763166
"Russell 3000®","08/14/2019",3063.412245,8864.635675
"Russell 3000®","08/13/2019",3155.522174,9128.729181
"Russell 3000®","08/12/2019",3111.514879,9001.095065
"Russell 3000®","08/09/2019",3150.463191,9112.366837
"Russell 3000®","08/08/2019",3173.816117,9178.469069
"Russell 3000®","08/07/2019",3113.960779,9003.347761
"Russell 3000®","08/06/2019",3110.773996,8993.866879
"Russell 3000®","08/05/2019",3071.106537,8878.579962
"Russell 3000®","08/02/2019",3165.784683,9151.897896
"Russell 3000®","08/01/2019",3191.837203,9226.409663
"Russell 3000®","07/31/2019",3223.366615,9316.71466
"Russell 3000®","07/30/2019",3257.149725,9414.05393
"Russell 3000®","07/29/2019",3261.25055,9424.917269
"Russell 3000®","07/26/2019",3268.97833,9447.206446
"Russell 3000®","07/25/2019",3243.426098,9373.199274
"Russell 3000®","07/24/2019",3263.359693,9430.732287
"Russell 3000®","07/23/2019",3243.492994,9372.990372
"Russell 3000®","07/22/2019",3221.530672,9309.384212
"Russell 3000®","07/19/2019",3213.884114,9287.089339
"Russell 3000®","07/18/2019",3233.480373,9343.382787
"Russell 3000®","07/17/2019",3222.158019,9309.811893
"Russell 3000®","07/16/2019",3242.368081,9368.086775
"Russell 3000®","07/15/2019",3252.326861,9396.624616
"Russell 3000®","07/12/2019",3253.031213,9398.593984
"Russell 3000®","07/11/2019",3236.706764,9350.653266
"Russell 3000®","07/10/2019",3231.588115,9335.77073
"Russell 3000®","07/09/2019",3218.489402,9297.821781
"Russell 3000®","07/08/2019",3213.077282,9279.883849
"Russell 3000®","07/05/2019",3230.486055,9330.024798
"Russell 3000®","07/04/2019",3234.57695,9341.002644
"Russell 3000®","07/03/2019",3234.57695,9341.002644
"Russell 3000®","07/02/2019",3209.473186,9266.560145
"Russell 3000®","07/01/2019",3202.879389,9247.165801
"Russell 3000®","06/28/2019",3179.732858,9180.249967
"Russell 3000®","06/27/2019",3158.752371,9119.082842
"Russell 3000®","06/26/2019",3141.161161,9066.159063
"Russell 3000®","06/25/2019",3145.209245,9077.829294
"Russell 3000®","06/24/2019",3174.544531,9162.469292
"Russell 3000®","06/21/2019",3184.406855,9190.887795
"Russell 3000®","06/20/2019",3191.645509,9211.282316
"Russell 3000®","06/19/2019",3163.499294,9129.317529
"Russell 3000®","06/18/2019",3153.22792,9099.614008
"Russell 3000®","06/17/2019",3122.143259,9009.636226
"Russell 3000®","06/14/2019",3117.538895,8996.253148
"Russell 3000®","06/13/2019",3125.537724,9018.256419
"Russell 3000®","06/12/2019",3111.061831,8973.767038
"Russell 3000®","06/11/2019",3116.744333,8989.944868
"Russell 3000®","06/10/2019",3119.048376,8996.149538
"Russell 3000®","06/07/2019",3103.553544,8951.402373
"Russell 3000®","06/06/2019",3073.000602,8862.486834
"Russell 3000®","06/05/2019",3057.048275,8814.322953
"Russell 3000®","06/04/2019",3034.591205,8748.654413
"Russell 3000®","06/03/2019",2968.79264,8558.570297
"Russell 3000®","05/31/2019",2975.487821,8577.775208
"Russell 3000®","05/30/2019",3014.007492,8687.178575
"Russell 3000®","05/29/2019",3009.179866,8672.042893
"Russell 3000®","05/28/2019",3030.660262,8733.716953
"Russell 3000®","05/27/2019",3055.649023,8805.630219
"Russell 3000®","05/24/2019",3055.649023,8805.630219
"Russell 3000®","05/23/2019",3049.292952,8786.154056
"Russell 3000®","05/22/2019",3089.067773,8899.9579
"Russell 3000®","05/21/2019",3100.138303,8931.668701
"Russell 3000®","05/20/2019",3071.699604,8849.519803
"Russell 3000®","05/17/2019",3093.441984,8912.027808
"Russell 3000®","05/16/2019",3114.887361,8972.908905
"Russell 3000®","05/15/2019",3087.887271,8892.853945
"Russell 3000®","05/14/2019",3070.528216,8841.359449
"Russell 3000®","05/13/2019",3043.528436,8762.593418
"Russell 3000®","05/10/2019",3122.564029,8989.760865
"Russell 3000®","05/09/2019",3111.719386,8955.812941
"Russell 3000®","05/08/2019",3120.630738,8978.676454
"Russell 3000®","05/07/2019",3126.318503,8994.800488
"Russell 3000®","05/06/2019",3180.302849,9150.005195
"Russell 3000®","05/03/2019",3192.679765,9184.971291
"Russell 3000®","05/02/2019",3159.015527,9087.285158
"Russell 3000®","05/01/2019",3163.795993,9100.675295
"Russell 3000®","04/30/2019",3188.370514,9171.2647
"Russell 3000®","04/29/2019",3186.719946,9166.173044
"Russell 3000®","04/26/2019",3182.538248,9153.642411
"Russell 3000®","04/25/2019",3165.534516,9104.43909
"Russell 3000®","04/24/2019",3169.852731,9116.837233
"Russell 3000®","04/23/2019",3175.1917,9132.177756
"Russell 3000®","04/22/2019",3144.760554,9044.271883
"Russell 3000®","04/19/2019",3143.121794,9039.357995
"Russell 3000®","04/18/2019",3143.121794,9039.357995
"Russell 3000®","04/17/2019",3138.996966,9027.304803
"Russell 3000®","04/16/2019",3149.901317,9057.885505
"Russell 3000®","04/15/2019",3148.434633,9053.66197
"Russell 3000®","04/12/2019",3151.297532,9061.687622
"Russell 3000®","04/11/2019",3131.097282,9002.753638
"Russell 3000®","04/10/2019",3130.808544,9001.787665
"Russell 3000®","04/09/2019",3115.899829,8958.299415
"Russell 3000®","04/08/2019",3137.051625,9016.778483
"Russell 3000®","04/05/2019",3134.506405,9009.290584
"Russell 3000®","04/04/2019",3118.251377,8962.495936
"Russell 3000®","04/03/2019",3112.550163,8944.334378
"Russell 3000®","04/02/2019",3104.382403,8920.771554
"Russell 3000®","04/01/2019",3104.915926,8921.930185
"Russell 3000®","03/29/2019",3069.156862,8819.101032
"Russell 3000®","03/28/2019",3049.542769,8762.275512
"Russell 3000®","03/27/2019",3036.545467,8722.697049
"Russell 3000®","03/26/2019",3050.585859,8762.924241
"Russell 3000®","03/25/2019",3027.707716,8697.151094
"Russell 3000®","03/22/2019",3029.367784,8701.350774
"Russell 3000®","03/21/2019",3093.93768,8886.229479
"Russell 3000®","03/20/2019",3059.126126,8785.808658
"Russell 3000®","03/19/2019",3070.025239,8816.721185
"Russell 3000®","03/18/2019",3072.60242,8823.839105
"Russell 3000®","03/15/2019",3060.207131,8788.156085
"Russell 3000®","03/14/2019",3046.469141,8748.309288
"Russell 3000®","03/13/2019",3049.933194,8755.35118
"Russell 3000®","03/12/2019",3030.145007,8697.913981
"Russell 3000®","03/11/2019",3021.6899,8673.297541
"Russell 3000®","03/08/2019",2977.278502,8545.690512
"Russell 3000®","03/07/2019",2983.454745,8562.635686
"Russell 3000®","03/06/2019",3007.433416,8629.714098
"Russell 3000®","03/05/2019",3031.591235,8698.670322
"Russell 3000®","03/04/2019",3036.18459,8711.596533
"Russell 3000®","03/01/2019",3050.597808,8752.68373
"Russell 3000®","02/28/2019",3029.687179,8692.179815
"Russell 3000®","02/27/2019",3038.760722,8715.822134
"Russell 3000®","02/26/2019",3037.969877,8712.251252
"Russell 3000®","02/25/2019",3042.949549,8726.402526
"Russell 3000®","02/22/2019",3039.44813,8715.307267
"Russell 3000®","02/21/2019",3018.681624,8655.468084
"Russell 3000®","02/20/2019",3029.476964,8685.788973
"Russell 3000®","02/19/2019",3023.957949,8668.5649
"Russell 3000®","02/18/2019",3019.073053,8653.975984
"Russell 3000®","02/15/2019",3019.073053,8653.975984
"Russell 3000®","02/14/2019",2986.074603,8558.755305
"Russell 3000®","02/13/2019",2992.545785,8574.538869
"Russell 3000®","02/12/2019",2983.721279,8548.613171
"Russell 3000®","02/11/2019",2946.064988,8440.192794
"Russell 3000®","02/08/2019",2941.35103,8426.562156
"Russell 3000®","02/07/2019",2939.200349,8417.917334
"Russell 3000®","02/06/2019",2965.49202,8492.100698
"Russell 3000®","02/05/2019",2971.961642,8509.915883
"Russell 3000®","02/04/2019",2958.569355,8471.495048
"Russell 3000®","02/01/2019",2937.551087,8411.15188
"Russell 3000®","01/31/2019",2932.905599,8396.8695
"Russell 3000®","01/30/2019",2908.107372,8324.292014
"Russell 3000®","01/29/2019",2865.273586,8200.725669
"Russell 3000®","01/28/2019",2869.362977,8212.317514
"Russell 3000®","01/25/2019",2890.230315,8272.037768
"Russell 3000®","01/24/2019",2863.722726,8195.859837
"Russell 3000®","01/23/2019",2856.768568,8175.717022
"Russell 3000®","01/22/2019",2852.320016,8162.975335
"Russell 3000®","01/21/2019",2894.004211,8281.991714
"Russell 3000®","01/18/2019",2894.004211,8281.991714
"Russell 3000®","01/17/2019",2857.234021,8176.566986
"Russell 3000®","01/16/2019",2835.198311,8112.829933
"Russell 3000®","01/15/2019",2826.778656,8088.555584
"Russell 3000®","01/14/2019",2797.817988,8005.509716
"Russell 3000®","01/11/2019",2814.116198,8051.326107
"Russell 3000®","01/10/2019",2814.037454,8051.071866
"Russell 3000®","01/09/2019",2800.790628,8013.121587
"Russell 3000®","01/08/2019",2787.045494,7971.665588
"Russell 3000®","01/07/2019",2757.99305,7888.401675
"Russell 3000®","01/04/2019",2734.493258,7821.127295
"Russell 3000®","01/03/2019",2643.051723,7559.582582
"Russell 3000®","01/02/2019",2707.170883,7741.158427
"Russell 3000®","01/01/2019",2704.369326,7733.10573
"Russell 3000®","12/31/2018",2704.369326,7733.10573
"Russell 3000®","12/28/2018",2681.191917,7665.856863
"Russell 3000®","12/27/2018",2682.958961,7668.843455
"Russell 3000®","12/26/2018",2662.170289,7608.685862
"Russell 3000®","12/25/2018",2536.218945,7248.537164
"Russell 3000®","12/24/2018",2536.218945,7248.537164
"Russell 3000®","12/21/2018",2605.021995,7444.644152
"Russell 3000®","12/20/2018",2661.067895,7604.809403
"Russell 3000®","12/19/2018",2704.458223,7728.587967
"Russell 3000®","12/18/2018",2747.695494,7851.453221
"Russell 3000®","12/17/2018",2747.493758,7850.475826
"Russell 3000®","12/14/2018",2807.662282,8021.87666
"Russell 3000®","12/13/2018",2859.863532,8170.037725
"Russell 3000®","12/12/2018",2865.877294,8185.515251
"Russell 3000®","12/11/2018",2848.974289,8137.085946
"Russell 3000®","12/10/2018",2850.981599,8142.456276
"Russell 3000®","12/07/2018",2848.305601,8134.716418
"Russell 3000®","12/06/2018",2915.711397,8326.03832
"Russell 3000®","12/05/2018",2919.19032,8333.562673
"Russell 3000®","12/04/2018",2919.19032,8333.562673
"Russell 3000®","12/03/2018",3019.906376,8620.636496
"Russell 3000®","11/30/2018",2987.009408,8526.679152
"Russell 3000®","11/29/2018",2963.412698,8457.915891
"Russell 3000®","11/28/2018",2969.732803,8473.945325
"Russell 3000®","11/27/2018",2902.29415,8281.006162
"Russell 3000®","11/26/2018",2898.542302,8270.185086
"Russell 3000®","11/23/2018",2854.780561,8144.486827
"Russell 3000®","11/22/2018",2870.702312,8189.466528
"Russell 3000®","11/21/2018",2870.702312,8189.466528
"Russell 3000®","11/20/2018",2857.362494,8150.884789
"Russell 3000®","11/19/2018",2909.148186,8298.047326
"Russell 3000®","11/16/2018",2960.866617,8445.306936
"Russell 3000®","11/15/2018",2954.425331,8426.290851
"Russell 3000®","11/14/2018",2922.000509,8331.431441
"Russell 3000®","11/13/2018",2944.591982,8393.831124
"Russell 3000®","11/12/2018",2948.39072,8404.367524
"Russell 3000®","11/09/2018",3007.646635,8573.276105
"Russell 3000®","11/08/2018",3038.221297,8659.123272
"Russell 3000®","11/07/2018",3047.094959,8680.326764
"Russell 3000®","11/06/2018",2985.952915,8506.052235
"Russell 3000®","11/05/2018",2968.078353,8454.505919
"Russell 3000®","11/02/2018",2954.804567,8416.460558
"Russell 3000®","11/01/2018",2971.362178,8462.912613
"Russell 3000®","10/31/2018",2935.053609,8359.254352
"Russell 3000®","10/30/2018",2903.870614,8270.160272
"Russell 3000®","10/29/2018",2857.863873,8138.347463
"Russell 3000®","10/26/2018",2876.693632,8191.878443
"Russell 3000®","10/25/2018",2924.957219,8329.185202
"Russell 3000®","10/24/2018",2871.139497,8175.889232
"Russell 3000®","10/23/2018",2965.025978,8443.221463
"Russell 3000®","10/22/2018",2982.218937,8491.808779
"Russell 3000®","10/19/2018",2994.454623,8526.462382
"Russell 3000®","10/18/2018",3000.398569,8543.183309
"Russell 3000®","10/17/2018",3045.490262,8670.85745
"Russell 3000®","10/16/2018",3048.07922,8677.939055
"Russell 3000®","10/15/2018",2981.738605,8488.863257
"Russell 3000®","10/12/2018",2995.418573,8527.593848
"Russell 3000®","10/11/2018",2957.074985,8417.633407
"Russell 3000®","10/10/2018",3017.826422,8590.499446
"Russell 3000®","10/09/2018",3118.971489,8878.33729
"Russell 3000®","10/08/2018",3125.044836,8893.430077
"Russell 3000®","10/05/2018",3128.548708,8903.401592
"Russell 3000®","10/04/2018",3147.559584,8957.326766
"Russell 3000®","10/03/2018",3176.839487,9038.791466
"Russell 3000®","10/02/2018",3171.598403,9023.859782
"Russell 3000®","10/01/2018",3176.595944,9037.76422
"Russell 3000®","09/28/2018",3171.686845,9023.693334
"Russell 3000®","09/27/2018",3170.422347,9019.532115
"Russell 3000®","09/26/2018",3162.800422,8995.64397
"Russell 3000®","09/25/2018",3175.962205,9033.053719
"Russell 3000®","09/24/2018",3178.344076,9039.277675
"Russell 3000®","09/21/2018",3189.879221,9072.015952
"Russell 3000®","09/20/2018",3192.707767,9079.891336
"Russell 3000®","09/19/2018",3167.757492,9008.575831
"Russell 3000®","09/18/2018",3166.997523,9006.336158
"Russell 3000®","09/17/2018",3150.479344,8959.013372
"Russell 3000®","09/14/2018",3171.372613,9018.269987
"Russell 3000®","09/13/2018",3168.614018,9009.217325
"Russell 3000®","09/12/2018",3153.87307,8965.012021
"Russell 3000®","09/11/2018",3153.079281,8962.596899
"Russell 3000®","09/10/2018",3142.631111,8932.394422
"Russell 3000®","09/07/2018",3135.799282,8912.950743
"Russell 3000®","09/06/2018",3142.603548,8931.618244
"Russell 3000®","09/05/2018",3155.209519,8965.081946
"Russell 3000®","09/04/2018",3165.64708,8994.575532
"Russell 3000®","09/03/2018",3170.892963,9008.781193
"Russell 3000®","08/31/2018",3170.892963,9008.781193
"Russell 3000®","08/30/2018",3168.539076,9001.174827
"Russell 3000®","08/29/2018",3181.970891,9037.823188
"Russell 3000®","08/28/2018",3164.91394,8988.665883
"Russell 3000®","08/27/2018",3163.609045,8984.894815
"Russell 3000®","08/24/2018",3141.576985,8921.464792
"Russell 3000®","08/23/2018",3122.099963,8866.022839
"Russell 3000®","08/22/2018",3128.035401,8882.434517
"Russell 3000®","08/21/2018",3127.81074,8881.585158
"Russell 3000®","08/20/2018",3117.579934,8852.223453
"Russell 3000®","08/17/2018",3109.419803,8828.758198
"Russell 3000®","08/16/2018",3098.955956,8798.338352
"Russell 3000®","08/15/2018",3074.468917,8726.52468
"Russell 3000®","08/14/2018",3100.205859,8798.18906
"Russell 3000®","08/13/2018",3079.495442,8738.628825
"Russell 3000®","08/09/2018",3112.935988,8831.02493
"Russell 3000®","08/08/2018",3115.524823,8836.355408
"Russell 3000®","08/07/2018",3117.090147,8840.540669
"Russell 3000®","08/06/2018",3107.996716,8814.638669
"Russell 3000®","08/03/2018",3095.457418,8778.310801
"Russell 3000®","08/02/2018",3084.955819,8747.501654
"Russell 3000®","08/01/2018",3066.757767,8695.084193
"Russell 3000®","07/31/2018",3069.618334,8703.14586
"Russell 3000®","07/30/2018",3052.141334,8653.251497
"Russell 3000®","07/27/2018",3071.522606,8707.494725
"Russell 3000®","07/26/2018",3096.509425,8778.223271
"Russell 3000®","07/25/2018",3102.019652,8793.810448
"Russell 3000®","07/24/2018",3076.083852,8720.204348
"Russell 3000®","07/23/2018",3069.602106,8701.460554
"Russell 3000®","07/20/2018",3064.993914,8688.395859
"Russell 3000®","07/19/2018",3069.309122,8700.316809
"Russell 3000®","07/18/2018",3077.877122,8723.824014
"Russell 3000®","07/17/2018",3070.657679,8703.35745
"Russell 3000®","07/16/2018",3057.480776,8665.888099
"Russell 3000®","07/13/2018",3063.004875,8681.172106
"Russell 3000®","07/12/2018",3061.019403,8675.494676
"Russell 3000®","07/11/2018",3036.373455,8604.811986
"Russell 3000®","07/10/2018",3057.804301,8665.53895
"Russell 3000®","07/09/2018",3050.279255,8644.038531
"Russell 3000®","07/06/2018",3024.314566,8568.384203
"Russell 3000®","07/05/2018",2998.354969,8494.327964
"Russell 3000®","07/04/2018",2972.393508,8419.032435
"Russell 3000®","07/03/2018",2972.393508,8419.032435
"Russell 3000®","07/02/2018",2984.066276,8452.043413
"Russell 3000®","06/29/2018",2974.148284,8423.601572
"Russell 3000®","06/28/2018",2972.25716,8417.630429
"Russell 3000®","06/27/2018",2954.667943,8365.953879
"Russell 3000®","06/26/2018",2983.51777,8447.593244
"Russell 3000®","06/25/2018",2975.589872,8425.111333
"Russell 3000®","06/22/2018",3018.971941,8547.929415
"Russell 3000®","06/21/2018",3014.458916,8534.932768
"Russell 3000®","06/20/2018",3035.606193,8594.084335
"Russell 3000®","06/19/2018",3027.639055,8571.475166
"Russell 3000®","06/18/2018",3039.063051,8603.443926
"Russell 3000®","06/15/2018",3042.463439,8612.901085
"Russell 3000®","06/14/2018",3045.126421,8619.689147
"Russell 3000®","06/13/2018",3036.919974,8593.866752
"Russell 3000®","06/12/2018",3049.539076,8629.21184
"Russell 3000®","06/11/2018",3042.915659,8610.113501
"Russell 3000®","06/08/2018",3039.825134,8601.30084
"Russell 3000®","06/07/2018",3030.038969,8573.23422
"Russell 3000®","06/06/2018",3033.432876,8581.385019
"Russell 3000®","06/05/2018",3007.936882,8509.025349
"Russell 3000®","06/04/2018",3003.546642,8496.137797
"Russell 3000®","06/01/2018",2989.587463,8456.454941
"Russell 3000®","05/31/2018",2958.860219,8368.870346
"Russell 3000®","05/30/2018",2979.937323,8426.744169
"Russell 3000®","05/29/2018",2942.232601,8318.720932
"Russell 3000®","05/28/2018",2972.337143,8403.487258
"Russell 3000®","05/25/2018",2972.337143,8403.487258
"Russell 3000®","05/24/2018",2978.519966,8420.097702
"Russell 3000®","05/23/2018",2983.349519,8433.455906
"Russell 3000®","05/22/2018",2974.62902,8408.582278
"Russell 3000®","05/21/2018",2985.829206,8440.070454
"Russell 3000®","05/18/2018",2964.014512,8378.18696
"Russell 3000®","05/17/2018",2970.131737,8394.765396
"Russell 3000®","05/16/2018",2970.552067,8393.833233
"Russell 3000®","05/15/2018",2956.985046,8353.551167
"Russell 3000®","05/14/2018",2974.906911,8403.781333
"Russell 3000®","05/11/2018",2973.909569,8400.48369
"Russell 3000®","05/10/2018",2969.342012,8385.045816
"Russell 3000®","05/09/2018",2943.992165,8311.813097
"Russell 3000®","05/08/2018",2917.318292,8235.674653
"Russell 3000®","05/07/2018",2916.177564,8232.338076
"Russell 3000®","05/04/2018",2903.909146,8197.488903
"Russell 3000®","05/03/2018",2866.918844,8091.822268
"Russell 3000®","05/02/2018",2874.176634,8111.516846
"Russell 3000®","05/01/2018",2891.822956,8161.303011
"Russell 3000®","04/30/2018",2883.975363,8139.100915
"Russell 3000®","04/27/2018",2907.371587,8204.812518
"Russell 3000®","04/26/2018",2905.225295,8198.126966
"Russell 3000®","04/25/2018",2877.370429,8119.50263
"Russell 3000®","04/24/2018",2873.78857,8109.381516
"Russell 3000®","04/23/2018",2909.951463,8211.245055
"Russell 3000®","04/20/2018",2910.560346,8212.962088
"Russell 3000®","04/19/2018",2934.213162,8279.366511
"Russell 3000®","04/18/2018",2951.127385,8326.214269
"Russell 3000®","04/17/2018",2947.548676,8316.115714
"Russell 3000®","04/16/2018",2916.437969,8228.329639
"Russell 3000®","04/13/2018",2892.572801,8160.810991
"Russell 3000®","04/12/2018",2901.940438,8187.052231
"Russell 3000®","04/11/2018",2879.550363,8123.003813
"Russell 3000®","04/10/2018",2892.722374,8159.85411
"Russell 3000®","04/09/2018",2844.66533,8024.080928
"Russell 3000®","04/06/2018",2836.898815,8000.154897
"Russell 3000®","04/05/2018",2898.880011,8174.806045
"Russell 3000®","04/04/2018",2878.80721,8117.17985
"Russell 3000®","04/03/2018",2846.183787,8024.670846
"Russell 3000®","04/02/2018",2811.182657,7925.67154
"Russell 3000®","03/30/2018",2875.99597,8108.283521
"Russell 3000®","03/29/2018",2875.99597,8108.283521
"Russell 3000®","03/28/2018",2837.812368,8000.110868
"Russell 3000®","03/27/2018",2845.601119,8019.992198
"Russell 3000®","03/26/2018",2896.089131,8162.261943
"Russell 3000®","03/23/2018",2822.180719,7953.916207
"Russell 3000®","03/22/2018",2881.801605,8121.855921
"Russell 3000®","03/21/2018",2955.004908,8327.877979
"Russell 3000®","03/20/2018",2957.599472,8334.306411
"Russell 3000®","03/19/2018",2953.386786,8322.362903
"Russell 3000®","03/16/2018",2993.7813,8436.100889
"Russell 3000®","03/15/2018",2986.839183,8416.221505
"Russell 3000®","03/14/2018",2991.042452,8427.482112
"Russell 3000®","03/13/2018",3007.584632,8471.840049
"Russell 3000®","03/12/2018",3026.362911,8524.281745
"Russell 3000®","03/09/2018",3028.284496,8529.649377
"Russell 3000®","03/08/2018",2978.27265,8388.524866
"Russell 3000®","03/07/2018",2967.416786,8355.855169
"Russell 3000®","03/06/2018",2966.021452,8351.372561
"Russell 3000®","03/05/2018",2955.074639,8320.140828
"Russell 3000®","03/02/2018",2923.419376,8230.95417
"Russell 3000®","03/01/2018",2904.661161,8177.371042
"Russell 3000®","02/28/2018",2939.527525,8274.384393
"Russell 3000®","02/27/2018",2972.487983,8366.24446
"Russell 3000®","02/26/2018",3011.221025,8474.077629
"Russell 3000®","02/23/2018",2979.204394,8383.069196
"Russell 3000®","02/22/2018",2933.953093,8255.226917
"Russell 3000®","02/21/2018",2932.515816,8250.587101
"Russell 3000®","02/20/2018",2946.579943,8289.996211
"Russell 3000®","02/19/2018",2964.158773,8338.945171
"Russell 3000®","02/16/2018",2964.158773,8338.945171
"Russell 3000®","02/15/2018",2962.282211,8332.890861
"Russell 3000®","02/14/2018",2927.635259,8233.66132
"Russell 3000®","02/13/2018",2886.944843,8117.215042
"Russell 3000®","02/12/2018",2878.935641,8094.260063
"Russell 3000®","02/09/2018",2841.068065,7987.517131
"Russell 3000®","02/08/2018",2801.963173,7875.335842
"Russell 3000®","02/07/2018",2908.368456,8173.31688
"Russell 3000®","02/06/2018",2920.484861,8207.134135
"Russell 3000®","02/05/2018",2874.341361,8076.729715
"Russell 3000®","02/02/2018",2993.561093,8411.676228
"Russell 3000®","02/01/2018",3057.512148,8590.877464
